Unique Reference Number,Local Authority Code,Local Authority Name,Establishment Number,Establishment Name,Type Of Establishment,Establishment Status,Reason Establishment Opened,Open Date,Reason Establishment Closed,Close Date,Phase Of Education,Statutory Low Age,Statutory High Age,Boarders,Official Sixth Form,Gender,Religious Character,Diocese,Admissions Policy,School Capacity,Special Classes,Census Date,Number Of Pupils,Number Of Boys,Number Of Girls,Percentage Claiming Free School Meals,Trust School,Trust Name,School Sponsored,School Sponsor,Federation,Federation Name,Unique Property Reference Number,Further Higher Education Identifier,Further Education Type,Ofsted Last Inspected,Ofsted Special Measures,Last Changed Date,Street,Locality,Address 3,Town,County,Postcode,Website,Telephone Number,Head Title,Head First Name,Head Last Name,Head Honours,Head Preferred Job Title,Teen Mothers,Teen Mothers Places,Child Care Facilities,Special Education Needs Pupil Referral Unit,Emotional Behavioural Difficulties,Full Time Provision,Education By Other,Section 41 Approved,Special Education Needs 1,Special Education Needs 2,Region,Administrative Ward,Parliamentary Constituency,Urban Rural,GSSLA Code,Easting,Northing,Middle Super Output Area,Lower Super Output Area,Boarding Establishment,Previous Local Authority Code,Previous Local Authority Name,Previous Establishment Number,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID
101159,213,Westminster,6044,Westminster Abbey Choir School,Other Independent School,Open,Not applicable,01/01/1950,Not applicable,,Not applicable,8,13,Boarding School,Does not have a sixth form,Boys,Church of England,Not applicable,Not collected,32,No Special Classes,16/01/2014,35,35,0,0%,Not applicable,,Not applicable,,Not applicable,,10015545,,Not applicable,,Not applicable,16/01/2015,Dean's Yard,,,London,,SW1P 3NY,,2072226151,Mr,J,Milton,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,St James's,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,529927,179412,Westminster 020,Westminster 020C,,999,,,-0.129633,51.498734,Unknown,24/09/2015,"(51.498734, -0.129633)",185
101160,213,Westminster,6045,Eaton House School,Other Independent School,Open,Not applicable,01/01/1943,Not applicable,,Not applicable,5,7,No Boarders,Does not have a sixth form,Boys,,Not applicable,Non-selective,270,No Special Classes,16/01/2014,225,225,0,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,27/02/2015,3-5 Eaton Gate,Eaton Square,,London,,SW1W 9BA,,2077309343,Miss,L,Watts,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Knightsbridge and Belgravia,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,528183,178867,Westminster 019,Westminster 019A,Does not have boarders,999,,,-0.154941,51.494234,Unknown,24/09/2015,"(51.494234, -0.154941)",186
101161,213,Westminster,6046,Francis Holland School,Other Independent School,Open,Not applicable,01/01/1920,Not applicable,,Not applicable,4,18,No Boarders,Has a sixth form,Girls,Church of England,,Not collected,550,No Special Classes,16/01/2014,478,0,480,0%,Not applicable,,Not applicable,,Not applicable,,10043881,,Not applicable,,Not applicable,12/06/2015,39 Graham Terrace,,,London,,SW1W 8JF,,2077302971,Mrs,L,Elphinstone,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Churchill,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,528263,178574,Westminster 023,Westminster 023C,,999,,,-0.153896,51.491583,Unknown,24/09/2015,"(51.491583, -0.153896)",187
101162,213,Westminster,6047,Westminster School,Other Independent School,Open,Not applicable,01/01/1920,Not applicable,,Not applicable,12,19,Boarding School,Has a sixth form,Mixed,Church of England,,Not collected,750,No Special Classes,16/01/2014,747,615,130,0%,Not applicable,,Not applicable,,Not applicable,,10007456,,Not applicable,,Not applicable,16/01/2015,Little Dean's Yard,,,London,,SW1P 3PF,,2079631000,Mr,Patrick,Derham,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,St James's,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,530047,179360,Westminster 020,Westminster 020C,,999,,,-0.127924,51.498239,Unknown,24/09/2015,"(51.498239, -0.127924)",188
101164,213,Westminster,6129,Connaught House School,Other Independent School,Open,Not applicable,16/06/1958,Not applicable,,Not applicable,4,11,No Boarders,Does not have a sixth form,Mixed,,Not applicable,Not collected,76,No Special Classes,16/01/2014,85,30,55,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,16/01/2015,47 Connaught Square,,,London,,W2 2HL,,2072628830,Mrs,J A,Hampton,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Hyde Park,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,527570,181036,Westminster 015,Westminster 015A,,999,,,-0.162983,51.513865,Unknown,24/09/2015,"(51.513865, -0.162983)",189
101165,213,Westminster,6182,Westminster Under School,Other Independent School,Open,Not applicable,01/01/1952,Not applicable,,Not applicable,7,14,No Boarders,Does not have a sixth form,Boys,Church of England,Not applicable,Not collected,265,No Special Classes,16/01/2014,286,285,0,0%,Not applicable,,Not applicable,,Not applicable,,10015576,,Not applicable,,Not applicable,16/01/2015,27 Vincent Square,Pimlico,,London,,SW1P 2NN,,2078215788,Mrs,Elizabeth,Hill,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Vincent Square,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,529634,178630,Westminster 021,Westminster 021E,,999,,,-0.134139,51.491774,Unknown,24/09/2015,"(51.491774, -0.134139)",190
101166,213,Westminster,6197,Westminster Cathedral Choir School,Other Independent School,Open,Not applicable,01/01/1956,Not applicable,,Not applicable,7,14,Boarding School,Does not have a sixth form,Boys,Roman Catholic,Not applicable,Not collected,152,No Special Classes,16/01/2014,165,165,0,0%,Not applicable,,Not applicable,,Not applicable,,10015604,,Not applicable,,Not applicable,29/05/2015,Ambrosden Avenue,,,London,,SW1P 1QH,,2077989081,Mr,Neil,McLaughlan,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Vincent Square,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,529231,179110,Westminster 020,Westminster 020E,,999,,,-0.139765,51.496179,Unknown,24/09/2015,"(51.496179, -0.139765)",191
101168,213,Westminster,6215,The American School in London,Other Independent School,Open,Not applicable,28/02/1958,Not applicable,,Not applicable,4,18,No Boarders,Has a sixth form,Mixed,,Not applicable,Not collected,1350,No Special Classes,16/01/2014,1359,645,715,0%,Not applicable,,Not applicable,,Not applicable,,10017730,,Not applicable,,Not applicable,16/01/2015,1 Waverley Place,,,London,,NW8 0NP,,2074491200,Mrs,Coreen R,Hester,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Abbey Road,Westminster North,Urban > 10k - less sparse,E09000033,526542,183346,Westminster 001,Westminster 001B,,999,,,-0.176961,51.534856,Unknown,24/09/2015,"(51.534856, -0.176961)",192
101169,213,Westminster,6225,St Christina's School,Other Independent School,Open,Not applicable,18/02/1958,Not applicable,,Not applicable,3,11,No Boarders,Does not have a sixth form,Mixed,Roman Catholic,,Not collected,213,No Special Classes,16/01/2014,220,45,175,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,16/01/2015,25 St Edmund's Terrace,Primrose Hill,,London,,NW8 7PY,,2077228784,,Paula,Mortimer,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Regent's Park,Westminster North,Urban > 10k - less sparse,E09000033,527431,183481,Westminster 001,Westminster 001D,,999,,,-0.164101,51.535869,Unknown,24/09/2015,"(51.535869, -0.164101)",193
101171,213,Westminster,6304,International Community School,Other Independent School,Open,Not applicable,27/12/1979,Not applicable,,Not applicable,3,19,No Boarders,Has a sixth form,Mixed,,Not applicable,Non-selective,260,No Special Classes,16/01/2014,240,140,100,0%,Not applicable,,Not applicable,,Not applicable,,10017851,,Not applicable,,Not applicable,19/05/2015,4 York Terrace East,Regents Park,,London,,NW1 4PT,http://www.icschool.co.uk,2079351206,Ms,R,Threlfall,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Marylebone High Street,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,528286,182168,Westminster 011,Westminster 011C,,999,,,-0.152259,51.523876,Unknown,24/09/2015,"(51.523876, -0.152259)",194
101172,213,Westminster,6319,The Sylvia Young Theatre School,Other Independent School,Open,Not applicable,20/11/1980,Not applicable,,Not applicable,10,16,Boarding School,Does not have a sixth form,Mixed,,Not applicable,Not collected,290,No Special Classes,16/01/2014,238,90,150,0%,Not applicable,,Not applicable,,Not applicable,,10017587,,Not applicable,,Not applicable,15/04/2015,1 Nutford Place,,,London,,W1H 5YZ,http://www.sylviayoungtheatreschool.co.uk,2072582330,Ms,Frances,Chave,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Bryanston and Dorset Square,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,527584,181403,Westminster 012,Westminster 012B,,999,,,-0.162649,51.51716,Unknown,24/09/2015,"(51.51716, -0.162649)",195
101173,213,Westminster,6327,Fairley House School,Other Independent Special School,Open,Not applicable,13/05/1982,Not applicable,,Not applicable,5,16,No Boarders,Not applicable,Mixed,,Not applicable,Not collected,198,Has Special Classes,16/01/2014,188,135,55,0%,Not applicable,,Not applicable,,Not applicable,,10014905,,Not applicable,,Not applicable,16/01/2015,30 Causton Street,,,London,,SW1P 4AU,,2079765456,Mr,M,Taylor,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,SpLD - Specific Learning Difficulty,,London,Vincent Square,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,529819,178495,Westminster 021,Westminster 021E,Does not have boarders,999,,,-0.131525,51.490518,Unknown,24/09/2015,"(51.490518, -0.131525)",196
101174,213,Westminster,6333,St John's Wood Pre-Preparatory School,Other Independent School,Open,Not applicable,28/03/1983,Not applicable,,Not applicable,3,7,No Boarders,Does not have a sixth form,Mixed,,Not applicable,Non-selective,124,No Special Classes,16/01/2014,82,45,40,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,27/02/2015,Lord's Roundabout,,,London,,NW8 7NE,,2077227149,Ms,Dimitra,Louskas,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Regent's Park,Westminster North,Urban > 10k - less sparse,E09000033,527164,182912,Westminster 003,Westminster 003B,Does not have boarders,999,,,-0.168154,51.530816,Unknown,24/09/2015,"(51.530816, -0.168154)",197
101176,213,Westminster,6342,Naima Jewish Preparatory School,Other Independent School,Open,Not applicable,09/05/1984,Not applicable,,Not applicable,3,11,No Boarders,Does not have a sixth form,Mixed,Jewish,Not applicable,Non-selective,251,No Special Classes,16/01/2014,167,85,80,0%,Not applicable,,Not applicable,,Not applicable,,,,Not applicable,,Not applicable,29/05/2015,21 Andover Place,,,London,,NW6 5ED,,2073282802,Mr,B,PRATT,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Maida Vale,Westminster North,Urban > 10k - less sparse,E09000033,525633,183266,Westminster 002,Westminster 002D,,999,,,-0.190088,51.534339,Unknown,24/09/2015,"(51.534339, -0.190088)",198
101177,213,Westminster,6364,Abercorn School,Other Independent School,Open,Not applicable,22/10/1987,Not applicable,,Not applicable,2,13,No Boarders,Does not have a sixth form,Mixed,,Not applicable,Not collected,605,No Special Classes,16/01/2014,401,265,135,0%,Not applicable,,Not applicable,,Not applicable,,10018702,,Not applicable,,Not applicable,29/05/2015,28 Abercorn Place,,,London,,NW8 9XP,,2072864785,Mr,David,Morse,,Joint Head,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Abbey Road,Westminster North,Urban > 10k - less sparse,E09000033,526355,183105,Westminster 002,Westminster 002C,,999,,,-0.179742,51.532732,Unknown,24/09/2015,"(51.532732, -0.179742)",199
101178,213,Westminster,6370,Eaton Square School,Other Independent School,Open,Not applicable,05/10/1988,Not applicable,,Not applicable,2,13,No Boarders,Does not have a sixth form,Mixed,Church of England,,Non-selective,491,No Special Classes,16/01/2014,545,305,240,0%,Not applicable,,Not applicable,,Not applicable,,10032843,,Not applicable,,Not applicable,16/01/2015,79 Eccleston Square,,,London,,SW1V 1PP,,2079319469,Mr,Sebastian,Hepher,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Warwick,Cities of London and Westminster,Urban > 10k - less sparse,E09000033,529044,178732,Westminster 022,Westminster 022C,,999,,,-0.142595,51.492825,Unknown,24/09/2015,"(51.492825, -0.142595)",200
101181,213,Westminster,6384,Bales College,Other Independent School,Open,Not applicable,08/11/1990,Not applicable,,Not applicable,13,18,Boarding School,Has a sixth form,Mixed,,Not applicable,Non-selective,56,No Special Classes,16/01/2014,91,55,35,0%,Not applicable,,Not applicable,,Not applicable,,10014978,,Not applicable,,Not applicable,12/06/2015,742 Harrow Road,,,London,,W10 4AA,,2089605899,Mr,W B,Moore,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not approved,,,London,Queen's Park,Westminster North,Urban > 10k - less sparse,E09000033,523896,182571,Westminster 004,Westminster 004C,Has boarders,999,,,-0.215362,51.528477,Unknown,24/09/2015,"(51.528477, -0.215362)",201
101182,213,Westminster,7042,College Park School,Community Special School,Open,Not applicable,,Not applicable,,Not applicable,5,19,No Boarders,Has a sixth form,Mixed,Does not apply,Not applicable,Not applicable,,Has Special Classes,16/01/2014,92,70,20,35.4%,Not applicable,,Not applicable,,Supported by a federation,Federation of College Park and Queen Elizabeth II Jubilee Schools,10015068,,Not applicable,01/10/2013,Not in special measures,07/11/2014,Garway Road,,,London,,W2 4PH,http://www.qe2cp.westminster.sch.uk,2072213454,Ms,Jackie,Brathwaite,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder~MLD - Moderate Learning Difficulty,,London,Bayswater,Westminster North,Urban > 10k - less sparse,E09000033,525551,181088,Westminster 014,Westminster 014B,,999,,,-0.192045,51.514784,Unknown,24/09/2015,"(51.514784, -0.192045)",202
101184,213,Westminster,7184,Queen Elizabeth II Jubilee School,Community Special School,Open,Not applicable,,Not applicable,,Not applicable,5,19,No Boarders,Has a sixth form,Mixed,Does not apply,Not applicable,Not applicable,,Has Special Classes,16/01/2014,62,40,20,34.6%,Not applicable,,Not applicable,,Supported by a federation,Federation of College Park and Queen Elizabeth II Jubilee Schools,10017522,,Not applicable,01/10/2013,Not in special measures,18/06/2014,Kennet Road,,,London,,W9 3LG,,2076415825,Mr,Norman,Stromsoy,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,SLD - Severe Learning Difficulty,,London,Harrow Road,Westminster North,Urban > 10k - less sparse,E09000033,524809,182251,Westminster 005,Westminster 005A,,999,,,-0.202321,51.5254,Unknown,24/09/2015,"(51.5254, -0.202321)",203
101251,302,Barnet,1000,Brookhill Nursery School,LA Nursery School,Open,Not applicable,,Not applicable,,Nursery,2,5,No Boarders,Not applicable,Mixed,Does not apply,Not applicable,Not applicable,,Not applicable,16/01/2014,108,55,55,31.3%,Not applicable,,Not applicable,,Supported by a federation,Barnet Early Years Alliance,,,Not applicable,14/11/2013,Not in special measures,16/04/2015,Brookhill Road,East Barnet,,Barnet,Hertfordshire,EN4 8SD,,2084490601,Ms,Caron,Rudge,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,East Barnet,Chipping Barnet,Urban > 10k - less sparse,E09000003,527087,195626,Barnet 006,Barnet 006A,,999,,,-0.164665,51.64509,Unknown,24/09/2015,"(51.64509, -0.164665)",204
101252,302,Barnet,1001,Hampden Way Nursery School,LA Nursery School,Open,Not applicable,,Not applicable,,Nursery,2,5,No Boarders,Not applicable,Mixed,Does not apply,Not applicable,Not applicable,,Not applicable,16/01/2014,95,40,55,0%,Not applicable,,Not applicable,,Supported by a federation,Barnet Early Years Alliance,,,Not applicable,12/03/2013,Not in special measures,16/04/2015,Hampden Way,Southgate,,London,,N14 5DJ,,2083682131,,Jodi,McCalllum,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,Brunswick Park,Chipping Barnet,Urban > 10k - less sparse,E09000003,528689,194167,Barnet 009,Barnet 009D,,999,,,-0.142061,51.631615,Unknown,24/09/2015,"(51.631615, -0.142061)",205
101253,302,Barnet,1002,Moss Hall Nursery School,LA Nursery School,Open,Not applicable,,Not applicable,,Nursery,3,5,No Boarders,Not applicable,Mixed,Does not apply,Not applicable,Not applicable,,Not applicable,16/01/2014,156,80,75,0%,Not applicable,,Not applicable,,Not under a federation,,,,Not applicable,27/02/2013,Not in special measures,18/06/2014,189 Nether Street,Finchley,,London,,N3 1NR,,2084452518,Mrs,Perina,Holness,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,West Finchley,Finchley and Golders Green,Urban > 10k - less sparse,E09000003,525668,191761,Barnet 019,Barnet 019C,,999,,,-0.186548,51.610675,Unknown,24/09/2015,"(51.610675, -0.186548)",206
101254,302,Barnet,1003,St Margaret's Nursery School,LA Nursery School,Open,Not applicable,,Not applicable,,Nursery,3,5,No Boarders,Not applicable,Mixed,Does not apply,Not applicable,Not applicable,,Not applicable,16/01/2014,143,70,75,0%,Not applicable,,Not applicable,,Supported by a federation,Barnet Early Years Alliance,,,Not applicable,15/10/2013,Not in special measures,16/04/2015,Margaret Road,New Barnet,,Barnet,Hertfordshire,EN4 9NT,,2084495466,Mrs,Jane,Chew,,Headteacher,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,,,London,East Barnet,Chipping Barnet,Urban > 10k - less sparse,E09000003,526828,196062,Barnet 006,Barnet 006B,,999,,,-0.168248,51.649067,Unknown,24/09/2015,"(51.649067, -0.168248)",207
